searched_name,openalex_id,display_name,works_api_url,h_index,works_count,country_code,relevance_score,name_similarity
Katharina Ledebur,https://openalex.org/A5089147251,Katharina Ledebur,https://api.openalex.org/works?filter=author.id:A5089147251,3,18,AT,1423.3795,100.0
Katherine Van Koevering,https://openalex.org/A5017708876,Katherine Van Koevering,https://api.openalex.org/works?filter=author.id:A5017708876,2,9,,2275.3232,100.0
Kathleen M. Carley,https://openalex.org/A5085927300,Kathleen M. Carley,https://api.openalex.org/works?filter=author.id:A5085927300,80,881,,26943.791,100.0
Kathryn Adamson,https://openalex.org/A5109975415,Kathryn Adamson,https://api.openalex.org/works?filter=author.id:A5109975415,13,40,,6896.4023,100.0
Katie Ekstrom,https://openalex.org/A5123417154,Katie Ekstrom Grenon¹,https://api.openalex.org/works?filter=author.id:A5123417154,0,1,,86.79647,76.47058823529412
Katie Spoon,https://openalex.org/A5092002730,Katie Spoon,https://api.openalex.org/works?filter=author.id:A5092002730,3,9,US,2681.075,100.0
Katinka den Nijs,https://openalex.org/A5098486972,Katinka den Nijs,https://api.openalex.org/works?filter=author.id:A5098486972,1,1,NL,649.5847,100.0
Katrin Weller,https://openalex.org/A5030588092,Katrin Weller,https://api.openalex.org/works?filter=author.id:A5030588092,21,117,,6510.6226,100.0
Kazuki Sakamoto,https://openalex.org/A5074705824,Kazuki Sakamoto,https://api.openalex.org/works?filter=author.id:A5074705824,22,187,JP,8010.2485,100.0
Kazutoshi Sasahara,https://openalex.org/A5046036512,Kazutoshi Sasahara,https://api.openalex.org/works?filter=author.id:A5046036512,16,138,,7804.529,100.0
Keigo Kusumegi,https://openalex.org/A5078875628,Keigo Kusumegi,https://api.openalex.org/works?filter=author.id:A5078875628,1,4,JP,764.0218,100.0
Kemal Kirtac,https://openalex.org/A5108909107,Kemal Kirtac,https://api.openalex.org/works?filter=author.id:A5108909107,3,6,GB,1998.2274,100.0
Kenan Alkiek,https://openalex.org/A5003579515,Kenan Alkiek,https://api.openalex.org/works?filter=author.id:A5003579515,2,6,,1169.3829,100.0
Kenji Yokotani,https://openalex.org/A5102845677,Kenji Yokotani,https://api.openalex.org/works?filter=author.id:A5102845677,6,31,JP,2958.0051,100.0
Kent Larson,https://openalex.org/A5014640639,Kent Larson,https://api.openalex.org/works?filter=author.id:A5014640639,22,142,ES,9535.064,100.0
Kerstin Ostermann,https://openalex.org/A5028806505,Kerstin Ostermann,https://api.openalex.org/works?filter=author.id:A5028806505,3,16,DE,1070.1171,100.0
Kevin Carmody,https://openalex.org/A5074270541,Kevin Carmody,https://api.openalex.org/works?filter=author.id:A5074270541,3,11,GB,1961.8552,100.0
Kevin Koban,https://openalex.org/A5048041427,Kevin Koban,https://api.openalex.org/works?filter=author.id:A5048041427,13,61,AT,3747.5024,100.0
Kevin Tiede,https://openalex.org/A5090759530,Kevin E. Tiede,https://api.openalex.org/works?filter=author.id:A5090759530,6,18,DE,2115.0444,88.0
Kiara L. Sanchez,https://openalex.org/A5025451579,Kiara L. Sanchez,https://api.openalex.org/works?filter=author.id:A5025451579,3,5,,1700.8126,100.0
Kinga Makovi,https://openalex.org/A5055686105,Kinga Makovi,https://api.openalex.org/works?filter=author.id:A5055686105,11,39,,7677.9346,100.0
Kohei F. Takeda,https://openalex.org/A5017981514,Kohei Takeda,https://api.openalex.org/works?filter=author.id:A5017981514,23,169,SG,6120.8643,88.88888888888889
Koki Ota,https://openalex.org/A5058942683,Koki Ota,https://api.openalex.org/works?filter=author.id:A5058942683,5,9,JP,2854.655,100.0
Kokil Jaidka,https://openalex.org/A5079154791,Kokil Jaidka,https://api.openalex.org/works?filter=author.id:A5079154791,25,177,SG,9788.283,100.0
Krishna P. Gummadi,https://openalex.org/A5067688305,Krishna P. Gummadi,https://api.openalex.org/works?filter=author.id:A5067688305,69,292,DE,29198.596,100.0
Kristina Gligorić,https://openalex.org/A5031039880,Kristina Gligorić,https://api.openalex.org/works?filter=author.id:A5031039880,10,48,,5307.926,100.0
Ksenia Mukhina,https://openalex.org/A5060834533,Ksenia Mukhina,https://api.openalex.org/works?filter=author.id:A5060834533,8,61,EE,2942.3333,100.0
Kyle Laskowski,https://openalex.org/A5030859194,Kornel Laskowski,https://api.openalex.org/works?filter=author.id:A5030859194,18,67,US,4036.162,80.0
Kyriaki Kalimeri,https://openalex.org/A5039448366,Kyriaki Kalimeri,https://api.openalex.org/works?filter=author.id:A5039448366,20,97,IT,7571.2153,100.0
Károly Takács,https://openalex.org/A5015566794,Károly Takács,https://api.openalex.org/works?filter=author.id:A5015566794,21,109,SE,7695.805,100.0
Laia Castro Herrero,https://openalex.org/A5002715752,Laia Castro,https://api.openalex.org/works?filter=author.id:A5002715752,15,43,ES,7356.185,73.33333333333334
Lanu Kim,https://openalex.org/A5018964666,Lanu Kim,https://api.openalex.org/works?filter=author.id:A5018964666,8,24,KR,2531.2686,100.0
Lara Kirfel,https://openalex.org/A5065284861,Lara Kirfel,https://api.openalex.org/works?filter=author.id:A5065284861,9,26,DE,3025.021,100.0
Lasse Mohr,https://openalex.org/A5051075106,Lasse Mohr,https://api.openalex.org/works?filter=author.id:A5051075106,1,2,,552.7317,100.0
Laura Boeschoten,https://openalex.org/A5021589283,Laura Boeschoten,https://api.openalex.org/works?filter=author.id:A5021589283,11,46,NL,4077.7673,100.0
Laura Diosan,https://openalex.org/A5052445343,Laura Dioşan,https://api.openalex.org/works?filter=author.id:A5052445343,15,136,RO,4764.337,91.66666666666666
Laura Fürsich,https://openalex.org/A5094065676,Laura Fürsich,https://api.openalex.org/works?filter=author.id:A5094065676,1,2,SE,326.67133,100.0
Laura Kurek,https://openalex.org/A5034880843,Laura Kurek,https://api.openalex.org/works?filter=author.id:A5034880843,2,4,,1507.4357,100.0
Laura Lotero,https://openalex.org/A5084602527,Laura Lotero,https://api.openalex.org/works?filter=author.id:A5084602527,11,38,,4213.8306,100.0
Laura Nelson,https://openalex.org/A5111667138,Laura E. Nelson,https://api.openalex.org/works?filter=author.id:A5111667138,12,21,US,5377.1045,88.88888888888889
Lauren Fahey,https://openalex.org/A5027964188,Lauren E. Fahey,https://api.openalex.org/works?filter=author.id:A5027964188,1,1,US,1144.7145,88.88888888888889
Laurent Hébert-Dufresne,https://openalex.org/A5035455593,Laurent Hébert‐Dufresne,https://api.openalex.org/works?filter=author.id:A5035455593,29,189,US,16000.03,95.65217391304348
Lav R. Varshney,https://openalex.org/A5065423139,Lav R. Varshney,https://api.openalex.org/works?filter=author.id:A5065423139,33,447,US,20503.77,100.0
Lavinia Dunagan,https://openalex.org/A5062199735,Lavinia Dunagan,https://api.openalex.org/works?filter=author.id:A5062199735,3,10,US,1626.6029,100.0
Lechen Zhang,https://openalex.org/A5079952957,Lechen Zhang,https://api.openalex.org/works?filter=author.id:A5079952957,8,32,FI,4955.9062,100.0
Leo Ferres,https://openalex.org/A5029805143,Leo Ferres,https://api.openalex.org/works?filter=author.id:A5029805143,17,92,CL,6019.36,100.0
Leon Klingborg,https://openalex.org/A5059922845,Leon Klingborg,https://api.openalex.org/works?filter=author.id:A5059922845,1,2,SE,492.9359,100.0
Leonard Stellbrink,https://openalex.org/A5092430399,Leonard Stellbrink,https://api.openalex.org/works?filter=author.id:A5092430399,1,6,,506.3354,100.0
Leonard Wendering,https://openalex.org/A5118397350,Leonard Wendering,https://api.openalex.org/works?filter=author.id:A5118397350,1,7,,395.4169,100.0
Levin Brinkmann,https://openalex.org/A5061514105,Levin Brinkmann,https://api.openalex.org/works?filter=author.id:A5061514105,5,15,DE,2575.574,100.0
Li Zeng,https://openalex.org/A5067906949,Dali Zeng,https://api.openalex.org/works?filter=author.id:A5067906949,56,213,CN,11176.868,87.5
Libby Hemphill,https://openalex.org/A5077179813,Libby Hemphill,https://api.openalex.org/works?filter=author.id:A5077179813,23,141,US,7885.596,100.0
Linda Li,https://openalex.org/A5100614771,Linda Li,https://api.openalex.org/works?filter=author.id:A5100614771,52,492,CA,10536.262,100.0
Lingxin Hao,https://openalex.org/A5072392110,Lingxin Hao,https://api.openalex.org/works?filter=author.id:A5072392110,31,110,US,12298.888,100.0
Linus Huang,https://openalex.org/A5019278466,Lei Huang,https://api.openalex.org/works?filter=author.id:A5019278466,45,263,CN,3114.768,80.0
Lion Wedel,https://openalex.org/A5099112788,Lion Wedel,https://api.openalex.org/works?filter=author.id:A5099112788,1,10,DE,712.48267,100.0
Lisa Merten,https://openalex.org/A5066342421,L. Merten,https://api.openalex.org/works?filter=author.id:A5066342421,19,86,,3971.6226,80.0
Lisa Oswald,https://openalex.org/A5072281431,Lisa Oswald,https://api.openalex.org/works?filter=author.id:A5072281431,8,27,DE,3309.5288,100.0
Lisa P. Argyle,https://openalex.org/A5070497645,Lisa P. Argyle,https://api.openalex.org/works?filter=author.id:A5070497645,12,38,,11555.759,100.0
Lisette Espin-Noboa,https://openalex.org/A5014548243,Lisette Espín-Noboa,https://api.openalex.org/works?filter=author.id:A5014548243,8,32,,3710.6514,94.73684210526316
Lisette Sibbald,https://openalex.org/A5094051240,Lisette Sibbald,https://api.openalex.org/works?filter=author.id:A5094051240,1,1,NL,442.46423,100.0
Ljubica Nedelkoska,https://openalex.org/A5036472423,Ljubica Nedelkoska,https://api.openalex.org/works?filter=author.id:A5036472423,8,27,,7211.0938,100.0
Lluis Danus,https://openalex.org/A5002382294,Lluís Danús,https://api.openalex.org/works?filter=author.id:A5002382294,3,5,ES,1826.5782,81.81818181818181
Lorenzo Lucchini,https://openalex.org/A5027019842,Lorenzo Lucchini,https://api.openalex.org/works?filter=author.id:A5027019842,8,38,,2823.0684,100.0
Lorenzo Nemati Fard,https://openalex.org/A5096942815,Lorenzo Amir Nemati Fard,https://api.openalex.org/works?filter=author.id:A5096942815,2,4,IT,849.3275,88.37209302325581
Lorien Jasny,https://openalex.org/A5044402220,Lorien Jasny,https://api.openalex.org/works?filter=author.id:A5044402220,18,49,GB,8828.409,100.0
Louis Boucherie,https://openalex.org/A5070569889,Louis Boucherie,https://api.openalex.org/works?filter=author.id:A5070569889,3,5,DK,913.61206,100.0
Luca Gallo,https://openalex.org/A5025764181,Luca Gallo,https://api.openalex.org/works?filter=author.id:A5025764181,13,56,HU,4912.856,100.0
Luca Lazzaro,https://openalex.org/A5026459892,Luca Di Lazzaro,https://api.openalex.org/works?filter=author.id:A5026459892,12,22,IT,4393.594,88.88888888888889
Luca Maria Aiello,https://openalex.org/A5034406723,Luca Maria Aiello,https://api.openalex.org/works?filter=author.id:A5034406723,36,222,IT,14081.563,100.0
Luca Maria Pesando,https://openalex.org/A5016780363,Luca Maria Pesando,https://api.openalex.org/works?filter=author.id:A5016780363,16,58,AE,7644.124,100.0
Luca Pappalardo,https://openalex.org/A5068819495,Luca Pappalardo,https://api.openalex.org/works?filter=author.id:A5068819495,33,180,IT,12301.766,100.0
Luca Rossi,https://openalex.org/A5016589479,Luca Rossi,https://api.openalex.org/works?filter=author.id:A5016589479,29,238,IT,14227.165,100.0
Lucas Gautheron,https://openalex.org/A5061836283,Lucas Gautheron,https://api.openalex.org/works?filter=author.id:A5061836283,6,20,,1680.7916,100.0
Lucas Spierenburg,https://openalex.org/A5061130912,Lucas Spierenburg,https://api.openalex.org/works?filter=author.id:A5061130912,3,10,NL,910.1663,100.0
Lucila Gisele Alvarez Zuzek,https://openalex.org/A5021609298,Lucila G. Alvarez-Zuzek,https://api.openalex.org/works?filter=author.id:A5021609298,8,16,IT,5648.632,84.0
Lucio Vinicius,https://openalex.org/A5049591562,Lucio Vinicius,https://api.openalex.org/works?filter=author.id:A5049591562,24,75,,8591.623,100.0
Lucius Caviola,https://openalex.org/A5040666037,Lucius Caviola,https://api.openalex.org/works?filter=author.id:A5040666037,22,113,GB,9620.936,100.0
Luigi Arminio,https://openalex.org/A5104939473,Luigi Arminio,https://api.openalex.org/works?filter=author.id:A5104939473,2,7,DK,649.26605,100.0
Luis A. Nunes Amaral,https://openalex.org/A5073544378,Luı́s A. Nunes Amaral,https://api.openalex.org/works?filter=author.id:A5073544378,79,371,US,17645.969,92.6829268292683
Luis Galárraga,https://openalex.org/A5081390951,Luis Galárraga,https://api.openalex.org/works?filter=author.id:A5081390951,14,74,FR,7158.697,100.0
Lunan Zhao,https://openalex.org/A5032193396,Lunan Zhao,https://api.openalex.org/works?filter=author.id:A5032193396,3,3,CN,1192.6019,100.0
Lydia T. Liu,https://openalex.org/A5017596078,Lydia T. Liu,https://api.openalex.org/works?filter=author.id:A5017596078,7,29,US,2087.2964,100.0
Lyle Ungar,https://openalex.org/A5044944954,Lyle Ungar,https://api.openalex.org/works?filter=author.id:A5044944954,87,653,,31716.924,100.0
MICHELE TIZZANI,https://openalex.org/A5044719894,Michele Tizzani,https://api.openalex.org/works?filter=author.id:A5044719894,10,29,IT,4129.2305,100.0
Maarten Sap,https://openalex.org/A5015128745,Maarten Sap,https://api.openalex.org/works?filter=author.id:A5015128745,35,188,,15186.342,100.0
Magdalena Wojcieszak,https://openalex.org/A5044652655,Magdalena Wojcieszak,https://api.openalex.org/works?filter=author.id:A5044652655,39,177,PL,14168.719,100.0
Maged Mortaga,https://openalex.org/A5072882377,Maged Mortaga,https://api.openalex.org/works?filter=author.id:A5072882377,1,1,DE,822.04126,100.0
Maggie Harrington,https://openalex.org/A5084552686,Maggie Harrington,https://api.openalex.org/works?filter=author.id:A5084552686,3,5,US,1139.5558,100.0
Maggie Macdonald,https://openalex.org/A5102925288,Margaret Y. MacDonald,https://api.openalex.org/works?filter=author.id:A5102925288,16,80,CA,3267.6301,75.67567567567568
Magy El-Nasr,https://openalex.org/A5087676774,Magy Seif El‐Nasr,https://api.openalex.org/works?filter=author.id:A5087676774,32,269,US,9653.003,75.86206896551724
Malte Reichelt,https://openalex.org/A5013785466,Malte Reichelt,https://api.openalex.org/works?filter=author.id:A5013785466,9,32,DE,4904.3916,100.0
Manoel Horta Ribeiro,https://openalex.org/A5011195481,Manoel Horta Ribeiro,https://api.openalex.org/works?filter=author.id:A5011195481,18,123,,8067.282,100.0
Manon Delvaux,https://openalex.org/A5117102208,Manon Delvaux,https://api.openalex.org/works?filter=author.id:A5117102208,0,2,,87.61049,100.0
Manuel Holz,https://openalex.org/A5029472989,Manuel Holz,https://api.openalex.org/works?filter=author.id:A5029472989,4,11,DE,1245.6654,100.0
Manuel S. Mariani,https://openalex.org/A5001360941,Manuel Sebastian Mariani,https://api.openalex.org/works?filter=author.id:A5001360941,14,65,CH,4117.8745,78.04878048780488
Manuel Tonneau,https://openalex.org/A5003730904,Manuel Tonneau,https://api.openalex.org/works?filter=author.id:A5003730904,3,21,,984.96735,100.0
Maosong Sun,https://openalex.org/A5046448314,Maosong Sun,https://api.openalex.org/works?filter=author.id:A5046448314,84,829,CN,17076.008,100.0
Mar Canet Sola,https://openalex.org/A5030086247,Mar Canet Solà,https://api.openalex.org/works?filter=author.id:A5030086247,7,37,DE,2596.5276,92.85714285714286
MarYam Hamedani,https://openalex.org/A5005475114,MarYam G. Hamedani,https://api.openalex.org/works?filter=author.id:A5005475114,6,19,,3698.511,90.9090909090909
Marc Keuschnigg,https://openalex.org/A5058700879,Marc Keuschnigg,https://api.openalex.org/works?filter=author.id:A5058700879,17,76,,6402.7505,100.0
Marcel H Schubert,https://openalex.org/A5029095817,Marcel H. Schubert,https://api.openalex.org/works?filter=author.id:A5029095817,1,1,DE,1190.0521,97.14285714285714
Marco Viviani,https://openalex.org/A5074645479,Marco Viviani,https://api.openalex.org/works?filter=author.id:A5074645479,24,137,IT,6865.9736,100.0
Margaret Roberts,https://openalex.org/A5082742221,Margaret E. Roberts,https://api.openalex.org/works?filter=author.id:A5082742221,38,208,US,13847.21,91.42857142857143
Maria Antoniak,https://openalex.org/A5001225581,Maria Antoniak,https://api.openalex.org/works?filter=author.id:A5001225581,8,50,US,3393.5803,100.0
Maria Brandén,https://openalex.org/A5022660208,Maria Brandén,https://api.openalex.org/works?filter=author.id:A5022660208,20,63,SE,6589.9233,100.0
Maria Cucciniello,https://openalex.org/A5041723151,Maria Cucciniello,https://api.openalex.org/works?filter=author.id:A5041723151,24,86,IT,7359.5317,100.0
Maria Leonor Pacheco,https://openalex.org/A5005560875,María Leonor Pacheco,https://api.openalex.org/works?filter=author.id:A5005560875,8,40,US,2682.7917,95.0
Maria Sahakyan,https://openalex.org/A5039190362,N. Sahakyan,https://api.openalex.org/works?filter=author.id:A5039190362,29,231,AM,2525.1746,72.0
Maria Teleki,https://openalex.org/A5093104412,Maria Teleki,https://api.openalex.org/works?filter=author.id:A5093104412,2,13,,554.18677,100.0
Marilena Hohmann,https://openalex.org/A5012745533,Marilena Hohmann,https://api.openalex.org/works?filter=author.id:A5012745533,2,3,DK,1656.2029,100.0
Mario Castro Ponce,https://openalex.org/A5002816287,Mario Castro,https://api.openalex.org/works?filter=author.id:A5002816287,33,177,US,4087.804,80.0
Mario Molina,https://openalex.org/A5103473790,Mario J. Molina,https://api.openalex.org/works?filter=author.id:A5103473790,82,368,US,22855.959,88.88888888888889
Marion Fourcade,https://openalex.org/A5064154638,Marion Fourcade,https://api.openalex.org/works?filter=author.id:A5064154638,31,113,US,15662.716,100.0
Marion I. van den Heuvel,https://openalex.org/A5018067682,Marion I. van den Heuvel,https://api.openalex.org/works?filter=author.id:A5018067682,25,83,NL,15786.012,100.0
Marjolijn Das,https://openalex.org/A5047436850,Marjolijn Das,https://api.openalex.org/works?filter=author.id:A5047436850,16,31,NL,6211.1494,100.0
Mark E. Whiting,https://openalex.org/A5051619063,Mark E. Cohen,https://api.openalex.org/works?filter=author.id:A5051619063,57,330,US,12693.048,71.42857142857143
Mark Kennedy,https://openalex.org/A5040846333,Mark Kennedy,https://api.openalex.org/works?filter=author.id:A5040846333,24,192,GB,9273.962,100.0
Mark Verhagen,https://openalex.org/A5000313412,Mark D. Verhagen,https://api.openalex.org/works?filter=author.id:A5000313412,11,39,GB,7076.989,89.65517241379311
Mark Whiting,https://openalex.org/A5109996006,M. C. Whiting,https://api.openalex.org/works?filter=author.id:A5109996006,32,208,US,7720.7554,72.0
Markus Buehner,https://openalex.org/A5001528235,Markus Buehner,https://api.openalex.org/works?filter=author.id:A5001528235,7,17,DE,4056.9797,100.0
Markus Strohmaier,https://openalex.org/A5071422618,Markus Strohmaier,https://api.openalex.org/works?filter=author.id:A5071422618,36,334,DE,14038.138,100.0
Marlene Lutz,https://openalex.org/A5033848785,Marlene Lutz,https://api.openalex.org/works?filter=author.id:A5033848785,3,13,,796.2914,100.0
Marshall Van Alstyne,https://openalex.org/A5086112254,Marshall Van Alstyne,https://api.openalex.org/works?filter=author.id:A5086112254,39,162,US,28072.828,100.0
Marta C. Gonzalez,https://openalex.org/A5111672074,Marta C. González,https://api.openalex.org/works?filter=author.id:A5111672074,55,225,US,15098.834,94.11764705882352
Marten Appel,https://openalex.org/A5113100067,Marten Appel,https://api.openalex.org/works?filter=author.id:A5113100067,1,1,DK,405.79428,100.0
Martin Arvidsson,https://openalex.org/A5008643048,Martin Arvidsson,https://api.openalex.org/works?filter=author.id:A5008643048,14,61,SE,5136.8076,100.0
Martin Hilbert,https://openalex.org/A5050101991,Martin Hilbert,https://api.openalex.org/works?filter=author.id:A5050101991,27,154,US,10972.968,100.0
Martin Saveski,https://openalex.org/A5082294805,Martin Saveski,https://api.openalex.org/works?filter=author.id:A5082294805,10,34,,4809.609,100.0
Martina Contisciani,https://openalex.org/A5028622827,Martina Contisciani,https://api.openalex.org/works?filter=author.id:A5028622827,7,19,DE,3535.9768,100.0
Marton Karsai,https://openalex.org/A5079596102,Márton Karsai,https://api.openalex.org/works?filter=author.id:A5079596102,30,207,HU,11344.016,92.3076923076923
Martí Medina-Hernández,https://openalex.org/A5084059803,Martí Medina-Hernández,https://api.openalex.org/works?filter=author.id:A5084059803,1,1,DE,432.70865,100.0
Marzyeh Ghassemi,https://openalex.org/A5070063054,Marzyeh Ghassemi,https://api.openalex.org/works?filter=author.id:A5070063054,52,293,RU,27253.848,100.0
María Reneses Botija,https://openalex.org/A5002826369,María Reneses,https://api.openalex.org/works?filter=author.id:A5002826369,2,12,ES,797.5078,78.78787878787878
Masahiro Takamura,https://openalex.org/A5031344663,Masahiro Takamura,https://api.openalex.org/works?filter=author.id:A5031344663,25,113,,8969.402,100.0
Masaki Chujyo,https://openalex.org/A5091548378,Masaki Chujyo,https://api.openalex.org/works?filter=author.id:A5091548378,3,13,JP,970.5227,100.0
Massimiliano Luca,https://openalex.org/A5034468528,Massimiliano Di Luca,https://api.openalex.org/works?filter=author.id:A5034468528,28,168,GB,4904.4746,91.89189189189189
Massimo Airoldi,https://openalex.org/A5072378604,Massimo Airoldi,https://api.openalex.org/works?filter=author.id:A5072378604,8,42,IT,4395.879,100.0
Mateusz Nurek,https://openalex.org/A5001887300,Mateusz Nurek,https://api.openalex.org/works?filter=author.id:A5001887300,3,12,,1639.3396,100.0
Mathias Allemand,https://openalex.org/A5071470205,Mathias Allemand,https://api.openalex.org/works?filter=author.id:A5071470205,45,228,CH,15280.748,100.0
Mathias Angermaier,https://openalex.org/A5120440497,Mathias Angermaier,https://api.openalex.org/works?filter=author.id:A5120440497,0,2,,95.32955,100.0
Mathias Humbert,https://openalex.org/A5053332520,Mathias Humbert,https://api.openalex.org/works?filter=author.id:A5053332520,21,96,CH,7211.005,100.0
Mathias Wullum Nielsen,https://openalex.org/A5064171835,Mathias Wullum Nielsen,https://api.openalex.org/works?filter=author.id:A5064171835,22,100,DK,14276.551,100.0
Mathieu Génois,https://openalex.org/A5032539868,Mathieu Génois,https://api.openalex.org/works?filter=author.id:A5032539868,11,38,FR,5338.949,100.0
Mathijs de Vaan,https://openalex.org/A5044125536,Mathijs de Vaan,https://api.openalex.org/works?filter=author.id:A5044125536,15,50,US,11149.942,100.0
Matias Piqueras,https://openalex.org/A5111264644,Matías Piqueras,https://api.openalex.org/works?filter=author.id:A5111264644,1,3,SE,354.96198,93.33333333333333
Matilda Hellman,https://openalex.org/A5071428099,Matilda Hellman,https://api.openalex.org/works?filter=author.id:A5071428099,17,246,SE,6544.6934,100.0
Matt DeButts,https://openalex.org/A5092113818,Matt DeButts,https://api.openalex.org/works?filter=author.id:A5092113818,2,3,US,1746.5469,100.0
Matteo Cinelli,https://openalex.org/A5076143079,Matteo Cinelli,https://api.openalex.org/works?filter=author.id:A5076143079,20,125,IT,11695.466,100.0
Matteo Devigili,https://openalex.org/A5042273817,Matteo Devigili,https://api.openalex.org/works?filter=author.id:A5042273817,3,15,,1307.9468,100.0
Matteo Magnani,https://openalex.org/A5018392096,Matteo Magnani,https://api.openalex.org/works?filter=author.id:A5018392096,28,194,SE,9798.57,100.0
Mattes Ruckdeschel,https://openalex.org/A5093618408,Mattes Ruckdeschel,https://api.openalex.org/works?filter=author.id:A5093618408,1,10,,580.51337,100.0
Matthew A. Turner,https://openalex.org/A5045839389,Matthew A. Turner,https://api.openalex.org/works?filter=author.id:A5045839389,27,127,US,13711.414,100.0
Matthew D. Rocklage,https://openalex.org/A5076642772,Matthew D. Rocklage,https://api.openalex.org/works?filter=author.id:A5076642772,16,47,US,6953.767,100.0
Matthew DeVerna,https://openalex.org/A5070356107,Matthew DeVerna,https://api.openalex.org/works?filter=author.id:A5070356107,9,278,US,4633.888,100.0
Matthew G. Burgess,https://openalex.org/A5076235905,Matthew G. Burgess,https://api.openalex.org/works?filter=author.id:A5076235905,23,74,,7577.5405,100.0
Matthew Groh,https://openalex.org/A5042355795,Matthew Groh,https://api.openalex.org/works?filter=author.id:A5042355795,17,71,US,7106.3164,100.0
Matthew Hornsey,https://openalex.org/A5021448872,Matthew J. Hornsey,https://api.openalex.org/works?filter=author.id:A5021448872,68,333,AU,23231.791,90.9090909090909
Matti Nelimarkka,https://openalex.org/A5034728614,Matti Nelimarkka,https://api.openalex.org/works?filter=author.id:A5034728614,17,91,FI,6077.439,100.0
Mauricio Bucca,https://openalex.org/A5004730433,Mauricio Bucca,https://api.openalex.org/works?filter=author.id:A5004730433,5,15,,3052.3357,100.0
Mauro Martinelli,https://openalex.org/A5086308811,Mauro Martinelli,https://api.openalex.org/works?filter=author.id:A5086308811,12,38,IT,3951.5657,100.0
Mauro Martino,https://openalex.org/A5031120336,Mauro Martino,https://api.openalex.org/works?filter=author.id:A5031120336,10,32,,5466.8623,100.0
Max Falkenberg,https://openalex.org/A5085884601,Max Falkenberg,https://api.openalex.org/works?filter=author.id:A5085884601,7,41,GB,4262.774,100.0
Max Pellert,https://openalex.org/A5019136836,Max Pellert,https://api.openalex.org/works?filter=author.id:A5019136836,11,27,ES,3684.656,100.0
Max R. P. Grossmann,https://openalex.org/A5012128678,Max R. P. Grossmann,https://api.openalex.org/works?filter=author.id:A5012128678,2,9,DE,2009.8254,100.0
Maxime Crépel,https://openalex.org/A5038676026,Maxime Crépel,https://api.openalex.org/works?filter=author.id:A5038676026,22,154,FR,8804.048,100.0
Maximilian Bergmann,https://openalex.org/A5035108883,Maximilian Bergmann,https://api.openalex.org/works?filter=author.id:A5035108883,4,15,CH,1194.4998,100.0
Maximilian Kreutner,https://openalex.org/A5119950542,Maximilian Kreutner,https://api.openalex.org/works?filter=author.id:A5119950542,0,1,,96.88249,100.0
Maximilian Noichl,https://openalex.org/A5033220137,Maximilian Noichl,https://api.openalex.org/works?filter=author.id:A5033220137,2,8,NL,1382.094,100.0
Maximilian Pickartz,https://openalex.org/A5092994693,Maximilian Pickartz,https://api.openalex.org/works?filter=author.id:A5092994693,0,1,,97.55498,100.0
Maximilian Schich,https://openalex.org/A5070753993,Maximilian Schich,https://api.openalex.org/works?filter=author.id:A5070753993,9,50,EE,5607.3345,100.0
May Lim,https://openalex.org/A5010526266,May Lim,https://api.openalex.org/works?filter=author.id:A5010526266,35,77,AU,8028.8716,100.0
Maël Lecoursonnais,https://openalex.org/A5116428565,Maël Lecoursonnais,https://api.openalex.org/works?filter=author.id:A5116428565,0,2,SE,107.301,100.0
Melanie Oyarzun,https://openalex.org/A5073082116,Melanie Oyarzún,https://api.openalex.org/works?filter=author.id:A5073082116,3,4,CL,1080.3466,93.33333333333333
Melody Sepahpour-Fard,https://openalex.org/A5065085418,Melody Sepahpour‐Fard,https://api.openalex.org/works?filter=author.id:A5065085418,3,10,IE,2090.4343,95.23809523809523
Merce Crosas,https://openalex.org/A5056421325,Mercè Crosas,https://api.openalex.org/works?filter=author.id:A5056421325,24,111,,28135.797,91.66666666666666
Meryl Ye,https://openalex.org/A5015760732,Meryl Ye,https://api.openalex.org/works?filter=author.id:A5015760732,1,6,,464.99988,100.0
Michael Bailey,https://openalex.org/A5009735497,Michael Bailey,https://api.openalex.org/works?filter=author.id:A5009735497,115,1221,AU,26879.621,100.0
Michael Howes,https://openalex.org/A5027282576,Michael Howes,https://api.openalex.org/works?filter=author.id:A5027282576,32,259,AU,10515.947,100.0
Michael Maes,https://openalex.org/A5032880777,Michaël Maes,https://api.openalex.org/works?filter=author.id:A5032880777,141,1385,US,32691.127,91.66666666666666
Michael Patrick McGreevy,https://openalex.org/A5089601215,Michael McGreevy,https://api.openalex.org/works?filter=author.id:A5089601215,10,30,SG,2845.7822,80.0
Michael Quayle,https://openalex.org/A5052854928,Michael Quayle,https://api.openalex.org/works?filter=author.id:A5052854928,27,155,IE,9245.879,100.0
Michael S. Bernstein,https://openalex.org/A5076189854,Michael S. Bernstein,https://api.openalex.org/works?filter=author.id:A5076189854,66,281,US,32907.824,100.0
Michael Szell,https://openalex.org/A5054586972,Michael Szell,https://api.openalex.org/works?filter=author.id:A5054586972,25,81,IT,11834.066,100.0
Michael Tiemann,https://openalex.org/A5002176910,Michael Tiemann,https://api.openalex.org/works?filter=author.id:A5002176910,35,196,DE,11976.241,100.0
